Día,Atacante,Concello conquistado,Pertenecía a
1433,Fisterra,O Sar,Fisterra
1434,Fisterra,Tabeirós-Terra De Montes,Fisterra
1435,A Mariña Oriental,Eume,A Mariña Oriental
1436,Ortegal,Betanzos,Ortegal
1437,A Mariña Oriental,Deza,A Mariña Oriental
1438,Ortegal,Terra De Melide,Ortegal
1439,Ortegal,Lugo,Ortegal
1440,A Mariña Oriental,Betanzos,A Mariña Oriental
1441,A Mariña Oriental,Terra De Melide,A Mariña Oriental
1442,Ferrol,Muros,Ferrol
1443,Viana,Ourense,Viana
1444,Ortegal,Deza,Ortegal
1445,Viana,Lugo,Viana
1446,A Mariña Oriental,A Coruña,A Mariña Oriental
1447,A Mariña Oriental,Arzúa,A Mariña Oriental
1448,Fisterra,Pontevedra,Fisterra
1449,Viana,Terra De Celanova,Viana
1450,O Salnés,Xallas,O Salnés
1451,A Mariña Oriental,Lugo,A Mariña Oriental
1452,Ferrol,Noia,Ferrol
1453,Ferrol,A Coruña,Ferrol
1454,O Salnés,Noia,O Salnés
1455,Fisterra,Noia,Fisterra
1456,Fisterra,Terra De Celanova,Fisterra
1457,O Salnés,Terra De Soneira,O Salnés
1458,Ortegal,Santiago,Ortegal
1459,Viana,O Ribeiro,Viana
1460,Ortegal,Arzúa,Ortegal
1461,Ortegal,Tabeirós-Terra De Montes,Ortegal
1462,Fisterra,Chantada,Fisterra
1463,Ferrol,Xallas,Ferrol
1464,O Salnés,Bergantiños,O Salnés
1465,Viana,Os Ancares,Viana
1466,A Mariña Oriental,Arzúa,A Mariña Oriental
1467,Ferrol,Bergantiños,Ferrol
1468,O Salnés,Bergantiños,O Salnés
1469,A Mariña Oriental,Ordes,A Mariña Oriental
1470,Ortegal,Chantada,Ortegal
1471,Viana,Terra De Celanova,Viana
1472,O Salnés,Xallas,O Salnés
1473,A Mariña Oriental,Chantada,A Mariña Oriental
1474,Ortegal,Arzúa,Ortegal
1475,Fisterra,Santiago,Fisterra
1476,Ferrol,Bergantiños,Ferrol
1477,Ferrol,Terra De Soneira,Ferrol
1478,A Mariña Oriental,Arzúa,A Mariña Oriental
1479,Ferrol,Ordes,Ferrol
1480,O Salnés,Caldas,O Salnés
1481,Viana,Pontevedra,Viana
1482,O Salnés,Noia,O Salnés
1483,O Salnés,Muros,O Salnés
1484,A Mariña Oriental,Ordes,A Mariña Oriental
1485,Ferrol,Xallas,Ferrol
1486,Fisterra,Pontevedra,Fisterra
1487,Ortegal,Os Ancares,Ortegal
1488,O Salnés,O Sar,O Salnés
1489,Ortegal,Chantada,Ortegal
1490,Ortegal,Arzúa,Ortegal
1491,Ferrol,Santiago,Ferrol
1492,Viana,A Paradanta,Viana
1493,Fisterra,Deza,Fisterra
1494,Ferrol,Arzúa,Ferrol
1495,A Mariña Oriental,Bergantiños,A Mariña Oriental
1496,Fisterra,O Ribeiro,Fisterra
1497,A Mariña Oriental,Arzúa,A Mariña Oriental
1498,Ortegal,Lugo,Ortegal
1499,Fisterra,Ourense,Fisterra
1500,A Mariña Oriental,Santiago,A Mariña Oriental
1501,Viana,Ourense,Viana
1502,A Mariña Oriental,Deza,A Mariña Oriental
1503,O Salnés,Xallas,O Salnés
1504,O Salnés,Santiago,O Salnés
1505,Viana,Chantada,Viana
1506,Fisterra,Caldas,Fisterra
1507,Ortegal,A Mariña Oriental,Ortegal
1508,Viana,Lugo,Viana
1509,A Mariña Oriental,Santiago,A Mariña Oriental
1510,Fisterra,Terra De Celanova,Fisterra
1511,A Mariña Oriental,Lugo,A Mariña Oriental
1512,Viana,Terra De Celanova,Viana
1513,Ortegal,Lugo,Ortegal
1514,Viana,O Condado,Viana
1515,O Salnés,Santiago,O Salnés
1516,Ferrol,Xallas,Ferrol
1517,O Salnés,Arzúa,O Salnés
1518,Ferrol,Muros,Ferrol
1519,A Mariña Oriental,A Fonsagrada,A Mariña Oriental
1520,A Mariña Oriental,Lugo,A Mariña Oriental
1521,Ortegal,A Mariña Central,Ortegal
1522,Viana,Lugo,Viana
1523,Viana,O Ribeiro,Viana
1524,Ortegal,Chantada,Ortegal
1525,Viana,Vigo,Viana
1526,Ferrol,Ordes,Ferrol
1527,Viana,O Carballiño,Viana
1528,Ortegal,Terra De Lemos,Ortegal
1529,Ortegal,A Mariña Occidental,Ortegal
1530,O Salnés,Muros,O Salnés
1531,Ferrol,Bergantiños,Ferrol
1532,Ferrol,Betanzos,Ferrol
1533,Viana,Chantada,Viana
1534,Ferrol,Santiago,Ferrol
1535,Ortegal,Chantada,Ortegal
1536,O Salnés,Caldas,O Salnés
1537,Ortegal,Pontevedra,Ortegal
1538,O Salnés,Pontevedra,O Salnés
1539,Ortegal,Ourense,Ortegal
1540,A Mariña Oriental,Chantada,A Mariña Oriental
1541,O Salnés,Ordes,O Salnés
1542,Viana,Chantada,Viana
1543,A Mariña Oriental,A Ulloa,A Mariña Oriental
1544,O Salnés,Tabeirós-Terra De Montes,O Salnés
1545,O Salnés,Betanzos,O Salnés
1546,Fisterra,O Condado,Fisterra
1547,Viana,Ourense,Viana
1548,Ferrol,Arzúa,Ferrol
1549,Viana,Deza,Viana
1550,O Salnés,O Ribeiro,O Salnés
1551,Viana,O Condado,Viana
1552,O Salnés,A Coruña,O Salnés
1553,O Salnés,Xallas,O Salnés
1554,Fisterra,Vigo,Fisterra
1555,Fisterra,Pontevedra,Fisterra
1556,O Salnés,Fisterra,O Salnés
1557,Viana,Terra De Lemos,Viana
1558,Ortegal,Meira,Ortegal
1559,Viana,Pontevedra,Viana
1560,Fisterra,A Paradanta,Fisterra
1561,Ferrol,Deza,Ferrol
1562,A Mariña Oriental,Lugo,A Mariña Oriental
1563,Viana,Deza,Viana
1564,Fisterra,O Condado,Fisterra
1565,Fisterra,Pontevedra,Fisterra
1566,Fisterra,Caldas,Fisterra
1567,Ferrol,Noia,Ferrol
1568,A Mariña Oriental,A Mariña Occidental,A Mariña Oriental
1569,Fisterra,O Ribeiro,Fisterra
1570,Viana,Lugo,Viana
1571,Viana,A Ulloa,Viana
